"Spider-Man: Homecoming","Thrilled by his experience with the Avengers, Spiderman returns home to live with his Aunt May.","http://t0.gstatic.com/images?q=tbn:ANd9GcT8W3Fe7DD101g0M7OCalJN9u675sQAJFslGCjvs74PTOfEKt_t","https://www.youtube.com/watch?v=OiyeBWwlvsY"
"Girls Trip","Four best friends are in for the adventure of a lifetime when they travel to New Orleans for the annual Essence Festival.","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNqrxPIcQsbppA4M326MeyPcn5xwUMtGrtz9sWZtexo_7IRnFM","https://www.youtube.com/watch?v=91moJ3jfXV0"
"Back To The Future","A teen thrown back to 1950s with an experiment by his scientiest friend","http://t3.gstatic.com/images?q=tbn:ANd9GcT9d_lBBx0xxB7_d4RP82MlRcK82lzT2W1ZavxhV39SSTZOofDX","https://www.youtube.com/watch?v=JWyOC4n4qSc"
"Midnight In Paris","A screenwriter, while vacationing in Paris with his fiancee ,has taken on tour of a city alone","http://t3.gstatic.com/images?q=tbn:ANd9GcTk3ssys2bKM5-U6XMgvoD8yVoS5Io2YKg_1xA6x6GA8mKuuqID","https://www.youtube.com/watch?v=wuOUdZjuCIA"
"Avatar","A marine on an alien planet","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://www.youtube.com/watch?v=uZNHIU3uHT4"
"The Jungle Book","A story of an orphaned human boy who guided by animal gurdians and journey of his self-discovery ","http://t1.gstatic.com/images?q=tbn:ANd9GcQgNaB5wtt0G7_mTFVygkFtmjWut_Z0QSz2GzDsHeiZDHno4fjh","https://www.youtube.com/watch?v=e8TPW6rFZpA"
